event_id,t0_idx,target_idx_10,target_idx_20,target_idx_30,event_datetime,year,season,t0_datetime,target_datetime_10,target_datetime_20,target_datetime_30,mean_intensity,max_intensity,mean_intensity_wet,wet_fraction,split
200500700,18,19,20,21,2020-02-19 07:00:00,2020,DJF,2020-02-19 10:00:00,2020-02-19 10:10:00,2020-02-19 10:20:00,2020-02-19 10:30:00,0.019240204,1.0817585,0.16099072992801666,0.06345798968101533,train
200500700,19,20,21,22,2020-02-19 07:00:00,2020,DJF,2020-02-19 10:10:00,2020-02-19 10:20:00,2020-02-19 10:30:00,2020-02-19 10:40:00,0.019635133,1.0817585,0.16391341388225555,0.06565844053133625,train
200500700,20,21,22,23,2020-02-19 07:00:00,2020,DJF,2020-02-19 10:20:00,2020-02-19 10:30:00,2020-02-19 10:40:00,2020-02-19 10:50:00,0.019884635,0.7731429,0.16756382584571838,0.06756836730850967,train
200500700,21,22,23,24,2020-02-19 07:00:00,2020,DJF,2020-02-19 10:30:00,2020-02-19 10:40:00,2020-02-19 10:50:00,2020-02-19 11:00:00,0.019659966,0.9171256,0.17033274471759796,0.06756478059155722,train
200500700,22,23,24,25,2020-02-19 07:00:00,2020,DJF,2020-02-19 10:40:00,2020-02-19 10:50:00,2020-02-19 11:00:00,2020-02-19 11:10:00,0.019051433,1.0833186,0.1716807633638382,0.06536253638276009,train
200500700,23,24,25,26,2020-02-19 07:00:00,2020,DJF,2020-02-19 10:50:00,2020-02-19 11:00:00,2020-02-19 11:10:00,2020-02-19 11:20:00,0.018682051,1.0833186,0.17392736673355103,0.06305627738234224,train
200500700,24,25,26,27,2020-02-19 07:00:00,2020,DJF,2020-02-19 11:00:00,2020-02-19 11:10:00,2020-02-19 11:20:00,2020-02-19 11:30:00,0.018932542,1.0991548,0.1780926138162613,0.06289846183643495,train
200500700,25,26,27,28,2020-02-19 07:00:00,2020,DJF,2020-02-19 11:10:00,2020-02-19 11:20:00,2020-02-19 11:30:00,2020-02-19 11:40:00,0.019683216,1.0991548,0.1848224699497223,0.06463443284141511,train
200500700,26,27,28,29,2020-02-19 07:00:00,2020,DJF,2020-02-19 11:20:00,2020-02-19 11:30:00,2020-02-19 11:40:00,2020-02-19 11:50:00,0.020733746,1.6965853,0.19327473640441895,0.0680489873801364,train
200500700,27,28,29,30,2020-02-19 07:00:00,2020,DJF,2020-02-19 11:30:00,2020-02-19 11:40:00,2020-02-19 11:50:00,2020-02-19 12:00:00,0.021497881,1.6965853,0.20215041935443878,0.07020281091007563,train
200500700,28,29,30,31,2020-02-19 07:00:00,2020,DJF,2020-02-19 11:40:00,2020-02-19 11:50:00,2020-02-19 12:00:00,2020-02-19 12:10:00,0.021894993,1.6965853,0.20863200724124908,0.07165543127581316,train
200500700,29,30,31,32,2020-02-19 07:00:00,2020,DJF,2020-02-19 11:50:00,2020-02-19 12:00:00,2020-02-19 12:10:00,2020-02-19 12:20:00,0.021746691,1.238016,0.21149256825447083,0.07157831686133573,train
200500700,30,31,32,33,2020-02-19 07:00:00,2020,DJF,2020-02-19 12:00:00,2020-02-19 12:10:00,2020-02-19 12:20:00,2020-02-19 12:30:00,0.021093624,1.238016,0.21203918755054474,0.06981903219616473,train
200500700,31,32,33,34,2020-02-19 07:00:00,2020,DJF,2020-02-19 12:10:00,2020-02-19 12:20:00,2020-02-19 12:30:00,2020-02-19 12:40:00,0.02028565,1.1102637,0.2142757624387741,0.06698731916221465,train
200500700,32,33,34,35,2020-02-19 07:00:00,2020,DJF,2020-02-19 12:20:00,2020-02-19 12:30:00,2020-02-19 12:40:00,2020-02-19 12:50:00,0.019441498,0.88992107,0.2175607532262802,0.06337370183263302,train
200500700,33,34,35,36,2020-02-19 07:00:00,2020,DJF,2020-02-19 12:30:00,2020-02-19 12:40:00,2020-02-19 12:50:00,2020-02-19 13:00:00,0.018820355,0.88992107,0.22114825248718262,0.06036444630953726,train
200500700,34,35,36,37,2020-02-19 07:00:00,2020,DJF,2020-02-19 12:40:00,2020-02-19 12:50:00,2020-02-19 13:00:00,2020-02-19 13:10:00,0.01818505,0.88992107,0.22131295502185822,0.057584740671397544,train
200500700,35,36,37,38,2020-02-19 07:00:00,2020,DJF,2020-02-19 12:50:00,2020-02-19 13:00:00,2020-02-19 13:10:00,2020-02-19 13:20:00,0.017631238,0.72354335,0.2202288657426834,0.05575192830870156,train
200610100,2,3,4,5,2020-03-01 01:00:00,2020,MAM,2020-03-01 01:20:00,2020-03-01 01:30:00,2020-03-01 01:40:00,2020-03-01 01:50:00,0.02817631,0.6408452,0.17563112080097198,0.10471420142643734,train
200610100,3,4,5,6,2020-03-01 01:00:00,2020,MAM,2020-03-01 01:30:00,2020-03-01 01:40:00,2020-03-01 01:50:00,2020-03-01 02:00:00,0.026617056,0.6408452,0.1737322062253952,0.09642709190782854,train
200610100,4,5,6,7,2020-03-01 01:00:00,2020,MAM,2020-03-01 01:40:00,2020-03-01 01:50:00,2020-03-01 02:00:00,2020-03-01 02:10:00,0.02455958,0.5478153,0.1718664914369583,0.08649009259109813,train
200610100,5,6,7,8,2020-03-01 01:00:00,2020,MAM,2020-03-01 01:50:00,2020-03-01 02:00:00,2020-03-01 02:10:00,2020-03-01 02:20:00,0.02253524,0.48924696,0.170210063457489,0.0777313297932437,train
200610100,6,7,8,9,2020-03-01 01:00:00,2020,MAM,2020-03-01 02:00:00,2020-03-01 02:10:00,2020-03-01 02:20:00,2020-03-01 02:30:00,0.020825826,0.6134618,0.16739420592784882,0.07088249377256269,train
200610100,7,8,9,10,2020-03-01 01:00:00,2020,MAM,2020-03-01 02:10:00,2020-03-01 02:20:00,2020-03-01 02:30:00,2020-03-01 02:40:00,0.020499794,0.749662,0.16953422129154205,0.06994636064797628,train
200610100,8,9,10,11,2020-03-01 01:00:00,2020,MAM,2020-03-01 02:20:00,2020-03-01 02:30:00,2020-03-01 02:40:00,2020-03-01 02:50:00,0.020804567,0.89875007,0.17510929703712463,0.07055430917141459,train
200610100,9,10,11,12,2020-03-01 01:00:00,2020,MAM,2020-03-01 02:30:00,2020-03-01 02:40:00,2020-03-01 02:50:00,2020-03-01 03:00:00,0.02183641,0.89875007,0.18360142409801483,0.07306859775507386,train
200610100,10,11,12,13,2020-03-01 01:00:00,2020,MAM,2020-03-01 02:40:00,2020-03-01 02:50:00,2020-03-01 03:00:00,2020-03-01 03:10:00,0.022149947,0.89875007,0.18629443645477295,0.07271889285221111,train
200610100,11,12,13,14,2020-03-01 01:00:00,2020,MAM,2020-03-01 02:50:00,2020-03-01 03:00:00,2020-03-01 03:10:00,2020-03-01 03:20:00,0.022236641,0.79455924,0.1847607046365738,0.07276014009716417,train
200610100,12,13,14,15,2020-03-01 01:00:00,2020,MAM,2020-03-01 03:00:00,2020-03-01 03:10:00,2020-03-01 03:20:00,2020-03-01 03:30:00,0.020902138,0.5626698,0.17738035321235657,0.0680669209648986,train
200610100,13,14,15,16,2020-03-01 01:00:00,2020,MAM,2020-03-01 03:10:00,2020-03-01 03:20:00,2020-03-01 03:30:00,2020-03-01 03:40:00,0.019255212,0.5626698,0.17037087678909302,0.061607243733557145,train
200610100,14,15,16,17,2020-03-01 01:00:00,2020,MAM,2020-03-01 03:20:00,2020-03-01 03:30:00,2020-03-01 03:40:00,2020-03-01 03:50:00,0.017244391,0.5626698,0.1627969592809677,0.05222618554445466,train
200610100,15,16,17,18,2020-03-01 01:00:00,2020,MAM,2020-03-01 03:30:00,2020-03-01 03:40:00,2020-03-01 03:50:00,2020-03-01 04:00:00,0.016013999,0.5550984,0.15811221301555634,0.046548412608744774,train
200610100,16,17,18,19,2020-03-01 01:00:00,2020,MAM,2020-03-01 03:40:00,2020-03-01 03:50:00,2020-03-01 04:00:00,2020-03-01 04:10:00,0.015120455,0.5586589,0.15465840697288513,0.04364317187726972,train
200610100,17,18,19,20,2020-03-01 01:00:00,2020,MAM,2020-03-01 03:50:00,2020-03-01 04:00:00,2020-03-01 04:10:00,2020-03-01 04:20:00,0.014418189,0.56335336,0.15499316155910492,0.04287740780792414,train
200610100,18,19,20,21,2020-03-01 01:00:00,2020,MAM,2020-03-01 04:00:00,2020-03-01 04:10:00,2020-03-01 04:20:00,2020-03-01 04:30:00,0.013688535,0.64134765,0.1604079008102417,0.04176552555266825,train
200610100,19,20,21,22,2020-03-01 01:00:00,2020,MAM,2020-03-01 04:10:00,2020-03-01 04:20:00,2020-03-01 04:30:00,2020-03-01 04:40:00,0.01287756,0.64134765,0.1693347543478012,0.03923689010119922,train
200610100,20,21,22,23,2020-03-01 01:00:00,2020,MAM,2020-03-01 04:20:00,2020-03-01 04:30:00,2020-03-01 04:40:00,2020-03-01 04:50:00,0.011958637,0.64134765,0.17689646780490875,0.03559278567752187,train
200610100,21,22,23,24,2020-03-01 01:00:00,2020,MAM,2020-03-01 04:30:00,2020-03-01 04:40:00,2020-03-01 04:50:00,2020-03-01 05:00:00,0.011000807,0.64003074,0.1791214644908905,0.03146268110678912,train
200610100,22,23,24,25,2020-03-01 01:00:00,2020,MAM,2020-03-01 04:40:00,2020-03-01 04:50:00,2020-03-01 05:00:00,2020-03-01 05:10:00,0.010024293,0.6373909,0.17855821549892426,0.026842989672048536,train
200610100,23,24,25,26,2020-03-01 01:00:00,2020,MAM,2020-03-01 04:50:00,2020-03-01 05:00:00,2020-03-01 05:10:00,2020-03-01 05:20:00,0.009310759,0.6020096,0.1789180487394333,0.022818693251412718,train
200610100,24,25,26,27,2020-03-01 01:00:00,2020,MAM,2020-03-01 05:00:00,2020-03-01 05:10:00,2020-03-01 05:20:00,2020-03-01 05:30:00,0.008603747,0.5859467,0.18125110864639282,0.019092094337829282,train
200610100,25,26,27,28,2020-03-01 01:00:00,2020,MAM,2020-03-01 05:10:00,2020-03-01 05:20:00,2020-03-01 05:30:00,2020-03-01 05:40:00,0.008229776,0.5859467,0.17725300788879395,0.018286876382006875,train
200610100,26,27,28,29,2020-03-01 01:00:00,2020,MAM,2020-03-01 05:20:00,2020-03-01 05:30:00,2020-03-01 05:40:00,2020-03-01 05:50:00,0.007720706,0.52044076,0.17315736413002014,0.017985592158002054,train
200610100,27,28,29,30,2020-03-01 01:00:00,2020,MAM,2020-03-01 05:30:00,2020-03-01 05:40:00,2020-03-01 05:50:00,2020-03-01 06:00:00,0.0076197656,0.4870258,0.17002443969249725,0.018763909736681177,train
200610100,28,29,30,31,2020-03-01 01:00:00,2020,MAM,2020-03-01 05:40:00,2020-03-01 05:50:00,2020-03-01 06:00:00,2020-03-01 06:10:00,0.007291076,0.48320898,0.17026746273040771,0.018717282416299476,train
200610100,29,30,31,32,2020-03-01 01:00:00,2020,MAM,2020-03-01 05:50:00,2020-03-01 06:00:00,2020-03-01 06:10:00,2020-03-01 06:20:00,0.006886534,0.39357087,0.16840247809886932,0.017967658573239863,train
200610100,30,31,32,33,2020-03-01 01:00:00,2020,MAM,2020-03-01 06:00:00,2020-03-01 06:10:00,2020-03-01 06:20:00,2020-03-01 06:30:00,0.00610097,0.42614478,0.1653592437505722,0.016339289076832856,train
200610100,31,32,33,34,2020-03-01 01:00:00,2020,MAM,2020-03-01 06:10:00,2020-03-01 06:20:00,2020-03-01 06:30:00,2020-03-01 06:40:00,0.005274293,0.42614478,0.16022326052188873,0.01307178993316153,train
200610100,32,33,34,35,2020-03-01 01:00:00,2020,MAM,2020-03-01 06:20:00,2020-03-01 06:30:00,2020-03-01 06:40:00,2020-03-01 06:50:00,0.0045374064,0.42614478,0.15053656697273254,0.010012320372731625,train
200610100,33,34,35,36,2020-03-01 01:00:00,2020,MAM,2020-03-01 06:30:00,2020-03-01 06:40:00,2020-03-01 06:50:00,2020-03-01 07:00:00,0.0039194655,0.27155146,0.14053910970687866,0.006671293531535312,train
200610100,34,35,36,37,2020-03-01 01:00:00,2020,MAM,2020-03-01 06:40:00,2020-03-01 06:50:00,2020-03-01 07:00:00,2020-03-01 07:10:00,0.0034674436,0.22574018,0.1340041607618332,0.00484027452731554,train
200610100,35,36,37,38,2020-03-01 01:00:00,2020,MAM,2020-03-01 06:50:00,2020-03-01 07:00:00,2020-03-01 07:10:00,2020-03-01 07:20:00,0.0033123624,0.30907488,0.14322732388973236,0.003830613705204147,train
200621300,2,3,4,5,2020-03-02 13:00:00,2020,MAM,2020-03-02 13:20:00,2020-03-02 13:30:00,2020-03-02 13:40:00,2020-03-02 13:50:00,0.09638932,1.7457734,0.26195189356803894,0.3167160736926865,train
200621300,3,4,5,6,2020-03-02 13:00:00,2020,MAM,2020-03-02 13:30:00,2020-03-02 13:40:00,2020-03-02 13:50:00,2020-03-02 14:00:00,0.095171034,1.8277243,0.2556096017360687,0.32182893870838736,train
200621300,4,5,6,7,2020-03-02 13:00:00,2020,MAM,2020-03-02 13:40:00,2020-03-02 13:50:00,2020-03-02 14:00:00,2020-03-02 14:10:00,0.09690319,1.8277243,0.25376880168914795,0.3330894365805675,train
200621300,5,6,7,8,2020-03-02 13:00:00,2020,MAM,2020-03-02 13:50:00,2020-03-02 14:00:00,2020-03-02 14:10:00,2020-03-02 14:20:00,0.0989301,1.8277243,0.25718456506729126,0.3361506994994736,train
200621300,6,7,8,9,2020-03-02 13:00:00,2020,MAM,2020-03-02 14:00:00,2020-03-02 14:10:00,2020-03-02 14:20:00,2020-03-02 14:30:00,0.101806305,2.3002832,0.2617628276348114,0.34035971184316005,train
200621300,7,8,9,10,2020-03-02 13:00:00,2020,MAM,2020-03-02 14:10:00,2020-03-02 14:20:00,2020-03-02 14:30:00,2020-03-02 14:40:00,0.10167142,2.3002832,0.2615848183631897,0.3377647221280709,train
200621300,8,9,10,11,2020-03-02 13:00:00,2020,MAM,2020-03-02 14:20:00,2020-03-02 14:30:00,2020-03-02 14:40:00,2020-03-02 14:50:00,0.10255077,2.6657043,0.2607629895210266,0.3412169371947928,train
200621300,9,10,11,12,2020-03-02 13:00:00,2020,MAM,2020-03-02 14:30:00,2020-03-02 14:40:00,2020-03-02 14:50:00,2020-03-02 15:00:00,0.10022816,2.6657043,0.25439032912254333,0.3382722425768409,train
200621300,10,11,12,13,2020-03-02 13:00:00,2020,MAM,2020-03-02 14:40:00,2020-03-02 14:50:00,2020-03-02 15:00:00,2020-03-02 15:10:00,0.09771492,2.6657043,0.24873539805412292,0.3339000346118186,train
200621300,11,12,13,14,2020-03-02 13:00:00,2020,MAM,2020-03-02 14:50:00,2020-03-02 15:00:00,2020-03-02 15:10:00,2020-03-02 15:20:00,0.094526656,2.4249284,0.24210038781166077,0.32716238681666315,train
200621300,12,13,14,15,2020-03-02 13:00:00,2020,MAM,2020-03-02 15:00:00,2020-03-02 15:10:00,2020-03-02 15:20:00,2020-03-02 15:30:00,0.093752146,2.0563397,0.2393261045217514,0.32613837912674204,train
200621300,13,14,15,16,2020-03-02 13:00:00,2020,MAM,2020-03-02 15:10:00,2020-03-02 15:20:00,2020-03-02 15:30:00,2020-03-02 15:40:00,0.092212185,2.0563397,0.23864640295505524,0.31673580063592494,train
200621300,14,15,16,17,2020-03-02 13:00:00,2020,MAM,2020-03-02 15:20:00,2020-03-02 15:30:00,2020-03-02 15:40:00,2020-03-02 15:50:00,0.09040815,2.0563397,0.2387668490409851,0.3048261069953534,train
200621300,15,16,17,18,2020-03-02 13:00:00,2020,MAM,2020-03-02 15:30:00,2020-03-02 15:40:00,2020-03-02 15:50:00,2020-03-02 16:00:00,0.0873319,1.9495027,0.23480983078479767,0.2926312693570631,train
200621300,16,17,18,19,2020-03-02 13:00:00,2020,MAM,2020-03-02 15:40:00,2020-03-02 15:50:00,2020-03-02 16:00:00,2020-03-02 16:10:00,0.08520831,1.4412059,0.23015765845775604,0.28441051410207435,train
200621300,17,18,19,20,2020-03-02 13:00:00,2020,MAM,2020-03-02 15:50:00,2020-03-02 16:00:00,2020-03-02 16:10:00,2020-03-02 16:20:00,0.08174557,1.3249478,0.22468073666095734,0.2726496692150291,train
200621300,18,19,20,21,2020-03-02 13:00:00,2020,MAM,2020-03-02 16:00:00,2020-03-02 16:10:00,2020-03-02 16:20:00,2020-03-02 16:30:00,0.07780014,1.3249478,0.223982572555542,0.2532706375210047,train
200621300,19,20,21,22,2020-03-02 13:00:00,2020,MAM,2020-03-02 16:10:00,2020-03-02 16:20:00,2020-03-02 16:30:00,2020-03-02 16:40:00,0.07452333,1.3249478,0.22838738560676575,0.23515413019423867,train
200621300,20,21,22,23,2020-03-02 13:00:00,2020,MAM,2020-03-02 16:20:00,2020-03-02 16:30:00,2020-03-02 16:40:00,2020-03-02 16:50:00,0.071986966,1.2090511,0.23146302998065948,0.22302206010261597,train
200621300,21,22,23,24,2020-03-02 13:00:00,2020,MAM,2020-03-02 16:30:00,2020-03-02 16:40:00,2020-03-02 16:50:00,2020-03-02 17:00:00,0.0706048,1.2844994,0.23727165162563324,0.21414852236228352,train
200621300,22,23,24,25,2020-03-02 13:00:00,2020,MAM,2020-03-02 16:40:00,2020-03-02 16:50:00,2020-03-02 17:00:00,2020-03-02 17:10:00,0.06978666,1.2844994,0.23778747022151947,0.21272818244911793,train
200621300,23,24,25,26,2020-03-02 13:00:00,2020,MAM,2020-03-02 16:50:00,2020-03-02 17:00:00,2020-03-02 17:10:00,2020-03-02 17:20:00,0.06943968,1.2844994,0.24041934311389923,0.21067120027689454,train
200621300,24,25,26,27,2020-03-02 13:00:00,2020,MAM,2020-03-02 17:00:00,2020-03-02 17:10:00,2020-03-02 17:20:00,2020-03-02 17:30:00,0.06810361,0.99178714,0.2360435426235199,0.2095431777953527,train
200621300,25,26,27,28,2020-03-02 13:00:00,2020,MAM,2020-03-02 17:10:00,2020-03-02 17:20:00,2020-03-02 17:30:00,2020-03-02 17:40:00,0.067010716,1.0254284,0.22941458225250244,0.21143696434624012,train
200621300,26,27,28,29,2020-03-02 13:00:00,2020,MAM,2020-03-02 17:20:00,2020-03-02 17:30:00,2020-03-02 17:40:00,2020-03-02 17:50:00,0.066662945,1.3681544,0.22241872549057007,0.21885788172083506,train
200621300,27,28,29,30,2020-03-02 13:00:00,2020,MAM,2020-03-02 17:30:00,2020-03-02 17:40:00,2020-03-02 17:50:00,2020-03-02 18:00:00,0.068091415,1.3746477,0.22200995683670044,0.22808829779793513,train
200621300,28,29,30,31,2020-03-02 13:00:00,2020,MAM,2020-03-02 17:40:00,2020-03-02 17:50:00,2020-03-02 18:00:00,2020-03-02 18:10:00,0.06812614,1.3746477,0.2220965325832367,0.22917686639300017,train
200621300,29,30,31,32,2020-03-02 13:00:00,2020,MAM,2020-03-02 17:50:00,2020-03-02 18:00:00,2020-03-02 18:10:00,2020-03-02 18:20:00,0.06747148,1.3746477,0.2203492373228073,0.2269638620333457,train
200621300,30,31,32,33,2020-03-02 13:00:00,2020,MAM,2020-03-02 18:00:00,2020-03-02 18:10:00,2020-03-02 18:20:00,2020-03-02 18:30:00,0.066182196,1.0708638,0.21520832180976868,0.22593626762647212,train
200621300,31,32,33,34,2020-03-02 13:00:00,2020,MAM,2020-03-02 18:10:00,2020-03-02 18:20:00,2020-03-02 18:30:00,2020-03-02 18:40:00,0.06606441,1.0708638,0.2122885286808014,0.22943152329662328,train
200621300,32,33,34,35,2020-03-02 13:00:00,2020,MAM,2020-03-02 18:20:00,2020-03-02 18:30:00,2020-03-02 18:40:00,2020-03-02 18:50:00,0.0665785,1.3626939,0.21131427586078644,0.23451031450127596,train
200621300,33,34,35,36,2020-03-02 13:00:00,2020,MAM,2020-03-02 18:30:00,2020-03-02 18:40:00,2020-03-02 18:50:00,2020-03-02 19:00:00,0.06702298,1.3626939,0.20922371745109558,0.24096102494023633,train
200621300,34,35,36,37,2020-03-02 13:00:00,2020,MAM,2020-03-02 18:40:00,2020-03-02 18:50:00,2020-03-02 19:00:00,2020-03-02 19:10:00,0.06770906,1.3626939,0.20795007050037384,0.24662624436661268,train
200621300,35,36,37,38,2020-03-02 13:00:00,2020,MAM,2020-03-02 18:50:00,2020-03-02 19:00:00,2020-03-02 19:10:00,2020-03-02 19:20:00,0.06887478,1.154125,0.20828752219676971,0.25288147873166517,train
200651600,2,3,4,5,2020-03-05 16:00:00,2020,MAM,2020-03-05 16:20:00,2020-03-05 16:30:00,2020-03-05 16:40:00,2020-03-05 16:50:00,0.14239222,3.1293664,0.2759510576725006,0.46330160882188903,train
200651600,3,4,5,6,2020-03-05 16:00:00,2020,MAM,2020-03-05 16:30:00,2020-03-05 16:40:00,2020-03-05 16:50:00,2020-03-05 17:00:00,0.1316349,2.696192,0.2610929310321808,0.4472958844216329,train
200651600,4,5,6,7,2020-03-05 16:00:00,2020,MAM,2020-03-05 16:40:00,2020-03-05 16:50:00,2020-03-05 17:00:00,2020-03-05 17:10:00,0.1254613,2.5457723,0.2561761736869812,0.4302804991992654,train
200651600,5,6,7,8,2020-03-05 16:00:00,2020,MAM,2020-03-05 16:50:00,2020-03-05 17:00:00,2020-03-05 17:10:00,2020-03-05 17:20:00,0.12365526,2.0887437,0.259482741355896,0.41707062066343503,train
200651600,6,7,8,9,2020-03-05 16:00:00,2020,MAM,2020-03-05 17:00:00,2020-03-05 17:10:00,2020-03-05 17:20:00,2020-03-05 17:30:00,0.12464434,1.6850206,0.26829400658607483,0.4068233703303187,train
200651600,7,8,9,10,2020-03-05 16:00:00,2020,MAM,2020-03-05 17:10:00,2020-03-05 17:20:00,2020-03-05 17:30:00,2020-03-05 17:40:00,0.12425053,1.6687621,0.27487337589263916,0.39471640725736307,train
200651600,8,9,10,11,2020-03-05 16:00:00,2020,MAM,2020-03-05 17:20:00,2020-03-05 17:30:00,2020-03-05 17:40:00,2020-03-05 17:50:00,0.12438565,2.3289576,0.2873978614807129,0.37725626913289323,train
200651600,9,10,11,12,2020-03-05 16:00:00,2020,MAM,2020-03-05 17:30:00,2020-03-05 17:40:00,2020-03-05 17:50:00,2020-03-05 18:00:00,0.12657434,2.6271203,0.30835312604904175,0.35839551803849623,train
200651600,10,11,12,13,2020-03-05 16:00:00,2020,MAM,2020-03-05 17:40:00,2020-03-05 17:50:00,2020-03-05 18:00:00,2020-03-05 18:10:00,0.12959613,3.3741696,0.3297252357006073,0.34523226682304753,train
200651600,11,12,13,14,2020-03-05 16:00:00,2020,MAM,2020-03-05 17:50:00,2020-03-05 18:00:00,2020-03-05 18:10:00,2020-03-05 18:20:00,0.12948671,3.3741696,0.33480018377304077,0.3414142066271769,train
200651600,12,13,14,15,2020-03-05 16:00:00,2020,MAM,2020-03-05 18:00:00,2020-03-05 18:10:00,2020-03-05 18:20:00,2020-03-05 18:30:00,0.12282705,3.3741696,0.3143756687641144,0.3451820527857134,train
200651600,13,14,15,16,2020-03-05 16:00:00,2020,MAM,2020-03-05 18:10:00,2020-03-05 18:20:00,2020-03-05 18:30:00,2020-03-05 18:40:00,0.11285002,1.8135573,0.2819426953792572,0.35231782616258944,train
200651600,14,15,16,17,2020-03-05 16:00:00,2020,MAM,2020-03-05 18:20:00,2020-03-05 18:30:00,2020-03-05 18:40:00,2020-03-05 18:50:00,0.10230048,1.8135573,0.2517918646335602,0.35375789301899346,train
200651600,15,16,17,18,2020-03-05 16:00:00,2020,MAM,2020-03-05 18:30:00,2020-03-05 18:40:00,2020-03-05 18:50:00,2020-03-05 19:00:00,0.095840774,1.7753079,0.23429130017757416,0.35245770812373456,train
200651600,16,17,18,19,2020-03-05 16:00:00,2020,MAM,2020-03-05 18:40:00,2020-03-05 18:50:00,2020-03-05 19:00:00,2020-03-05 19:10:00,0.09149631,1.7753079,0.2253323644399643,0.3460859054577278,train
200651600,17,18,19,20,2020-03-05 16:00:00,2020,MAM,2020-03-05 18:50:00,2020-03-05 19:00:00,2020-03-05 19:10:00,2020-03-05 19:20:00,0.08889421,1.7753079,0.22173525393009186,0.3395132466423846,train
