event_id,t0_idx,target_idx_10,target_idx_20,target_idx_30,event_datetime,year,season,t0_datetime,target_datetime_10,target_datetime_20,target_datetime_30
200621300,4,5,6,7,2020-03-02 13:00:00,2020,MAM,2020-03-02 13:40:00,2020-03-02 13:50:00,2020-03-02 14:00:00,2020-03-02 14:10:00
200621300,5,6,7,8,2020-03-02 13:00:00,2020,MAM,2020-03-02 13:50:00,2020-03-02 14:00:00,2020-03-02 14:10:00,2020-03-02 14:20:00
200621300,6,7,8,9,2020-03-02 13:00:00,2020,MAM,2020-03-02 14:00:00,2020-03-02 14:10:00,2020-03-02 14:20:00,2020-03-02 14:30:00
200621300,7,8,9,10,2020-03-02 13:00:00,2020,MAM,2020-03-02 14:10:00,2020-03-02 14:20:00,2020-03-02 14:30:00,2020-03-02 14:40:00
200621300,8,9,10,11,2020-03-02 13:00:00,2020,MAM,2020-03-02 14:20:00,2020-03-02 14:30:00,2020-03-02 14:40:00,2020-03-02 14:50:00
200621300,9,10,11,12,2020-03-02 13:00:00,2020,MAM,2020-03-02 14:30:00,2020-03-02 14:40:00,2020-03-02 14:50:00,2020-03-02 15:00:00
200621300,10,11,12,13,2020-03-02 13:00:00,2020,MAM,2020-03-02 14:40:00,2020-03-02 14:50:00,2020-03-02 15:00:00,2020-03-02 15:10:00
200621300,11,12,13,14,2020-03-02 13:00:00,2020,MAM,2020-03-02 14:50:00,2020-03-02 15:00:00,2020-03-02 15:10:00,2020-03-02 15:20:00
200621300,12,13,14,15,2020-03-02 13:00:00,2020,MAM,2020-03-02 15:00:00,2020-03-02 15:10:00,2020-03-02 15:20:00,2020-03-02 15:30:00
200621300,13,14,15,16,2020-03-02 13:00:00,2020,MAM,2020-03-02 15:10:00,2020-03-02 15:20:00,2020-03-02 15:30:00,2020-03-02 15:40:00
200621300,14,15,16,17,2020-03-02 13:00:00,2020,MAM,2020-03-02 15:20:00,2020-03-02 15:30:00,2020-03-02 15:40:00,2020-03-02 15:50:00
200621300,15,16,17,18,2020-03-02 13:00:00,2020,MAM,2020-03-02 15:30:00,2020-03-02 15:40:00,2020-03-02 15:50:00,2020-03-02 16:00:00
200621300,16,17,18,19,2020-03-02 13:00:00,2020,MAM,2020-03-02 15:40:00,2020-03-02 15:50:00,2020-03-02 16:00:00,2020-03-02 16:10:00
200621300,17,18,19,20,2020-03-02 13:00:00,2020,MAM,2020-03-02 15:50:00,2020-03-02 16:00:00,2020-03-02 16:10:00,2020-03-02 16:20:00
200621300,18,19,20,21,2020-03-02 13:00:00,2020,MAM,2020-03-02 16:00:00,2020-03-02 16:10:00,2020-03-02 16:20:00,2020-03-02 16:30:00
200621300,19,20,21,22,2020-03-02 13:00:00,2020,MAM,2020-03-02 16:10:00,2020-03-02 16:20:00,2020-03-02 16:30:00,2020-03-02 16:40:00
200621300,20,21,22,23,2020-03-02 13:00:00,2020,MAM,2020-03-02 16:20:00,2020-03-02 16:30:00,2020-03-02 16:40:00,2020-03-02 16:50:00
200621300,21,22,23,24,2020-03-02 13:00:00,2020,MAM,2020-03-02 16:30:00,2020-03-02 16:40:00,2020-03-02 16:50:00,2020-03-02 17:00:00
200621300,22,23,24,25,2020-03-02 13:00:00,2020,MAM,2020-03-02 16:40:00,2020-03-02 16:50:00,2020-03-02 17:00:00,2020-03-02 17:10:00
200621300,23,24,25,26,2020-03-02 13:00:00,2020,MAM,2020-03-02 16:50:00,2020-03-02 17:00:00,2020-03-02 17:10:00,2020-03-02 17:20:00
200621300,24,25,26,27,2020-03-02 13:00:00,2020,MAM,2020-03-02 17:00:00,2020-03-02 17:10:00,2020-03-02 17:20:00,2020-03-02 17:30:00
200621300,25,26,27,28,2020-03-02 13:00:00,2020,MAM,2020-03-02 17:10:00,2020-03-02 17:20:00,2020-03-02 17:30:00,2020-03-02 17:40:00
200621300,26,27,28,29,2020-03-02 13:00:00,2020,MAM,2020-03-02 17:20:00,2020-03-02 17:30:00,2020-03-02 17:40:00,2020-03-02 17:50:00
200621300,27,28,29,30,2020-03-02 13:00:00,2020,MAM,2020-03-02 17:30:00,2020-03-02 17:40:00,2020-03-02 17:50:00,2020-03-02 18:00:00
200621300,28,29,30,31,2020-03-02 13:00:00,2020,MAM,2020-03-02 17:40:00,2020-03-02 17:50:00,2020-03-02 18:00:00,2020-03-02 18:10:00
200621300,29,30,31,32,2020-03-02 13:00:00,2020,MAM,2020-03-02 17:50:00,2020-03-02 18:00:00,2020-03-02 18:10:00,2020-03-02 18:20:00
200621300,30,31,32,33,2020-03-02 13:00:00,2020,MAM,2020-03-02 18:00:00,2020-03-02 18:10:00,2020-03-02 18:20:00,2020-03-02 18:30:00
200621300,31,32,33,34,2020-03-02 13:00:00,2020,MAM,2020-03-02 18:10:00,2020-03-02 18:20:00,2020-03-02 18:30:00,2020-03-02 18:40:00
200621300,32,33,34,35,2020-03-02 13:00:00,2020,MAM,2020-03-02 18:20:00,2020-03-02 18:30:00,2020-03-02 18:40:00,2020-03-02 18:50:00
200621300,33,34,35,36,2020-03-02 13:00:00,2020,MAM,2020-03-02 18:30:00,2020-03-02 18:40:00,2020-03-02 18:50:00,2020-03-02 19:00:00
200621300,34,35,36,37,2020-03-02 13:00:00,2020,MAM,2020-03-02 18:40:00,2020-03-02 18:50:00,2020-03-02 19:00:00,2020-03-02 19:10:00
200621300,35,36,37,38,2020-03-02 13:00:00,2020,MAM,2020-03-02 18:50:00,2020-03-02 19:00:00,2020-03-02 19:10:00,2020-03-02 19:20:00
200651600,2,3,4,5,2020-03-05 16:00:00,2020,MAM,2020-03-05 16:20:00,2020-03-05 16:30:00,2020-03-05 16:40:00,2020-03-05 16:50:00
200651600,3,4,5,6,2020-03-05 16:00:00,2020,MAM,2020-03-05 16:30:00,2020-03-05 16:40:00,2020-03-05 16:50:00,2020-03-05 17:00:00
200651600,4,5,6,7,2020-03-05 16:00:00,2020,MAM,2020-03-05 16:40:00,2020-03-05 16:50:00,2020-03-05 17:00:00,2020-03-05 17:10:00
200651600,5,6,7,8,2020-03-05 16:00:00,2020,MAM,2020-03-05 16:50:00,2020-03-05 17:00:00,2020-03-05 17:10:00,2020-03-05 17:20:00
200651600,6,7,8,9,2020-03-05 16:00:00,2020,MAM,2020-03-05 17:00:00,2020-03-05 17:10:00,2020-03-05 17:20:00,2020-03-05 17:30:00
200651600,7,8,9,10,2020-03-05 16:00:00,2020,MAM,2020-03-05 17:10:00,2020-03-05 17:20:00,2020-03-05 17:30:00,2020-03-05 17:40:00
200651600,8,9,10,11,2020-03-05 16:00:00,2020,MAM,2020-03-05 17:20:00,2020-03-05 17:30:00,2020-03-05 17:40:00,2020-03-05 17:50:00
200651600,9,10,11,12,2020-03-05 16:00:00,2020,MAM,2020-03-05 17:30:00,2020-03-05 17:40:00,2020-03-05 17:50:00,2020-03-05 18:00:00
200651600,10,11,12,13,2020-03-05 16:00:00,2020,MAM,2020-03-05 17:40:00,2020-03-05 17:50:00,2020-03-05 18:00:00,2020-03-05 18:10:00
200651600,11,12,13,14,2020-03-05 16:00:00,2020,MAM,2020-03-05 17:50:00,2020-03-05 18:00:00,2020-03-05 18:10:00,2020-03-05 18:20:00
200651600,12,13,14,15,2020-03-05 16:00:00,2020,MAM,2020-03-05 18:00:00,2020-03-05 18:10:00,2020-03-05 18:20:00,2020-03-05 18:30:00
200651600,13,14,15,16,2020-03-05 16:00:00,2020,MAM,2020-03-05 18:10:00,2020-03-05 18:20:00,2020-03-05 18:30:00,2020-03-05 18:40:00
200651600,14,15,16,17,2020-03-05 16:00:00,2020,MAM,2020-03-05 18:20:00,2020-03-05 18:30:00,2020-03-05 18:40:00,2020-03-05 18:50:00
200651600,15,16,17,18,2020-03-05 16:00:00,2020,MAM,2020-03-05 18:30:00,2020-03-05 18:40:00,2020-03-05 18:50:00,2020-03-05 19:00:00
200651600,16,17,18,19,2020-03-05 16:00:00,2020,MAM,2020-03-05 18:40:00,2020-03-05 18:50:00,2020-03-05 19:00:00,2020-03-05 19:10:00
200651600,17,18,19,20,2020-03-05 16:00:00,2020,MAM,2020-03-05 18:50:00,2020-03-05 19:00:00,2020-03-05 19:10:00,2020-03-05 19:20:00
200651600,18,19,20,21,2020-03-05 16:00:00,2020,MAM,2020-03-05 19:00:00,2020-03-05 19:10:00,2020-03-05 19:20:00,2020-03-05 19:30:00
200651600,19,20,21,22,2020-03-05 16:00:00,2020,MAM,2020-03-05 19:10:00,2020-03-05 19:20:00,2020-03-05 19:30:00,2020-03-05 19:40:00
200651600,20,21,22,23,2020-03-05 16:00:00,2020,MAM,2020-03-05 19:20:00,2020-03-05 19:30:00,2020-03-05 19:40:00,2020-03-05 19:50:00
200651600,21,22,23,24,2020-03-05 16:00:00,2020,MAM,2020-03-05 19:30:00,2020-03-05 19:40:00,2020-03-05 19:50:00,2020-03-05 20:00:00
200651600,22,23,24,25,2020-03-05 16:00:00,2020,MAM,2020-03-05 19:40:00,2020-03-05 19:50:00,2020-03-05 20:00:00,2020-03-05 20:10:00
200651600,23,24,25,26,2020-03-05 16:00:00,2020,MAM,2020-03-05 19:50:00,2020-03-05 20:00:00,2020-03-05 20:10:00,2020-03-05 20:20:00
200651600,24,25,26,27,2020-03-05 16:00:00,2020,MAM,2020-03-05 20:00:00,2020-03-05 20:10:00,2020-03-05 20:20:00,2020-03-05 20:30:00
200651600,25,26,27,28,2020-03-05 16:00:00,2020,MAM,2020-03-05 20:10:00,2020-03-05 20:20:00,2020-03-05 20:30:00,2020-03-05 20:40:00
200651600,26,27,28,29,2020-03-05 16:00:00,2020,MAM,2020-03-05 20:20:00,2020-03-05 20:30:00,2020-03-05 20:40:00,2020-03-05 20:50:00
200651600,27,28,29,30,2020-03-05 16:00:00,2020,MAM,2020-03-05 20:30:00,2020-03-05 20:40:00,2020-03-05 20:50:00,2020-03-05 21:00:00
200651600,28,29,30,31,2020-03-05 16:00:00,2020,MAM,2020-03-05 20:40:00,2020-03-05 20:50:00,2020-03-05 21:00:00,2020-03-05 21:10:00
200651600,29,30,31,32,2020-03-05 16:00:00,2020,MAM,2020-03-05 20:50:00,2020-03-05 21:00:00,2020-03-05 21:10:00,2020-03-05 21:20:00
200651600,30,31,32,33,2020-03-05 16:00:00,2020,MAM,2020-03-05 21:00:00,2020-03-05 21:10:00,2020-03-05 21:20:00,2020-03-05 21:30:00
200651600,31,32,33,34,2020-03-05 16:00:00,2020,MAM,2020-03-05 21:10:00,2020-03-05 21:20:00,2020-03-05 21:30:00,2020-03-05 21:40:00
200651600,32,33,34,35,2020-03-05 16:00:00,2020,MAM,2020-03-05 21:20:00,2020-03-05 21:30:00,2020-03-05 21:40:00,2020-03-05 21:50:00
200651600,33,34,35,36,2020-03-05 16:00:00,2020,MAM,2020-03-05 21:30:00,2020-03-05 21:40:00,2020-03-05 21:50:00,2020-03-05 22:00:00
200651600,34,35,36,37,2020-03-05 16:00:00,2020,MAM,2020-03-05 21:40:00,2020-03-05 21:50:00,2020-03-05 22:00:00,2020-03-05 22:10:00
200651600,35,36,37,38,2020-03-05 16:00:00,2020,MAM,2020-03-05 21:50:00,2020-03-05 22:00:00,2020-03-05 22:10:00,2020-03-05 22:20:00
201182200,2,3,4,5,2020-04-27 22:00:00,2020,MAM,2020-04-27 22:20:00,2020-04-27 22:30:00,2020-04-27 22:40:00,2020-04-27 22:50:00
201182200,3,4,5,6,2020-04-27 22:00:00,2020,MAM,2020-04-27 22:30:00,2020-04-27 22:40:00,2020-04-27 22:50:00,2020-04-27 23:00:00
201182200,4,5,6,7,2020-04-27 22:00:00,2020,MAM,2020-04-27 22:40:00,2020-04-27 22:50:00,2020-04-27 23:00:00,2020-04-27 23:10:00
201182200,5,6,7,8,2020-04-27 22:00:00,2020,MAM,2020-04-27 22:50:00,2020-04-27 23:00:00,2020-04-27 23:10:00,2020-04-27 23:20:00
201182200,6,7,8,9,2020-04-27 22:00:00,2020,MAM,2020-04-27 23:00:00,2020-04-27 23:10:00,2020-04-27 23:20:00,2020-04-27 23:30:00
201182200,7,8,9,10,2020-04-27 22:00:00,2020,MAM,2020-04-27 23:10:00,2020-04-27 23:20:00,2020-04-27 23:30:00,2020-04-27 23:40:00
201182200,8,9,10,11,2020-04-27 22:00:00,2020,MAM,2020-04-27 23:20:00,2020-04-27 23:30:00,2020-04-27 23:40:00,2020-04-27 23:50:00
201182200,9,10,11,12,2020-04-27 22:00:00,2020,MAM,2020-04-27 23:30:00,2020-04-27 23:40:00,2020-04-27 23:50:00,2020-04-28 00:00:00
201182200,10,11,12,13,2020-04-27 22:00:00,2020,MAM,2020-04-27 23:40:00,2020-04-27 23:50:00,2020-04-28 00:00:00,2020-04-28 00:10:00
201182200,11,12,13,14,2020-04-27 22:00:00,2020,MAM,2020-04-27 23:50:00,2020-04-28 00:00:00,2020-04-28 00:10:00,2020-04-28 00:20:00
201182200,12,13,14,15,2020-04-27 22:00:00,2020,MAM,2020-04-28 00:00:00,2020-04-28 00:10:00,2020-04-28 00:20:00,2020-04-28 00:30:00
201182200,13,14,15,16,2020-04-27 22:00:00,2020,MAM,2020-04-28 00:10:00,2020-04-28 00:20:00,2020-04-28 00:30:00,2020-04-28 00:40:00
201182200,14,15,16,17,2020-04-27 22:00:00,2020,MAM,2020-04-28 00:20:00,2020-04-28 00:30:00,2020-04-28 00:40:00,2020-04-28 00:50:00
201182200,15,16,17,18,2020-04-27 22:00:00,2020,MAM,2020-04-28 00:30:00,2020-04-28 00:40:00,2020-04-28 00:50:00,2020-04-28 01:00:00
201182200,16,17,18,19,2020-04-27 22:00:00,2020,MAM,2020-04-28 00:40:00,2020-04-28 00:50:00,2020-04-28 01:00:00,2020-04-28 01:10:00
201182200,17,18,19,20,2020-04-27 22:00:00,2020,MAM,2020-04-28 00:50:00,2020-04-28 01:00:00,2020-04-28 01:10:00,2020-04-28 01:20:00
201182200,18,19,20,21,2020-04-27 22:00:00,2020,MAM,2020-04-28 01:00:00,2020-04-28 01:10:00,2020-04-28 01:20:00,2020-04-28 01:30:00
201182200,19,20,21,22,2020-04-27 22:00:00,2020,MAM,2020-04-28 01:10:00,2020-04-28 01:20:00,2020-04-28 01:30:00,2020-04-28 01:40:00
201182200,20,21,22,23,2020-04-27 22:00:00,2020,MAM,2020-04-28 01:20:00,2020-04-28 01:30:00,2020-04-28 01:40:00,2020-04-28 01:50:00
201182200,21,22,23,24,2020-04-27 22:00:00,2020,MAM,2020-04-28 01:30:00,2020-04-28 01:40:00,2020-04-28 01:50:00,2020-04-28 02:00:00
201182200,22,23,24,25,2020-04-27 22:00:00,2020,MAM,2020-04-28 01:40:00,2020-04-28 01:50:00,2020-04-28 02:00:00,2020-04-28 02:10:00
201182200,23,24,25,26,2020-04-27 22:00:00,2020,MAM,2020-04-28 01:50:00,2020-04-28 02:00:00,2020-04-28 02:10:00,2020-04-28 02:20:00
201182200,24,25,26,27,2020-04-27 22:00:00,2020,MAM,2020-04-28 02:00:00,2020-04-28 02:10:00,2020-04-28 02:20:00,2020-04-28 02:30:00
201182200,25,26,27,28,2020-04-27 22:00:00,2020,MAM,2020-04-28 02:10:00,2020-04-28 02:20:00,2020-04-28 02:30:00,2020-04-28 02:40:00
201182200,26,27,28,29,2020-04-27 22:00:00,2020,MAM,2020-04-28 02:20:00,2020-04-28 02:30:00,2020-04-28 02:40:00,2020-04-28 02:50:00
201182200,27,28,29,30,2020-04-27 22:00:00,2020,MAM,2020-04-28 02:30:00,2020-04-28 02:40:00,2020-04-28 02:50:00,2020-04-28 03:00:00
201182200,28,29,30,31,2020-04-27 22:00:00,2020,MAM,2020-04-28 02:40:00,2020-04-28 02:50:00,2020-04-28 03:00:00,2020-04-28 03:10:00
201182200,29,30,31,32,2020-04-27 22:00:00,2020,MAM,2020-04-28 02:50:00,2020-04-28 03:00:00,2020-04-28 03:10:00,2020-04-28 03:20:00
